title,price,location,condition,url
Stari telefoni nokia,20 lv.,"Ovcha kupel, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/stari-telefoni-nokia-CID632-ID8aS7C.html
Moto Z s komplekt aksesoari Moto mods,199 lv.,"Tsentar, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/moto-z-s-komplekt-aksesoari-moto-mods-CID632-ID8q66V.html
Motorola One + podarak chisto nov staklen protektor,200 lv.,"Vazrazhdane 2, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/motorola-one-podarak-chisto-nov-staklen-protektor-CID632-ID8eY79.html
Telefon Nokia N 7373,40 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/telefon-nokia-n-7373-CID632-ID6Z6Kj.html
Vertu,799 lv.,"gr. Dupnitsa, Oblast Kyustendil",novo,https://www.olx.bg/ad/vertu-CID632-ID8gAaw.html
Huawei P20 lite  kato nov bez draskotina,200 lv.,"gr. Kazanlak, Oblast Stara Zagora",novo,https://www.olx.bg/ad/huawei-p20-lite-kato-nov-bez-draskotina-CID632-ID8hXC6.html
Huawei mate 20 pro,400 lv.,"Borovets, gr. Targovishte, Oblast Targovishte",izpolzvano,https://www.olx.bg/ad/huawei-mate-20-pro-CID632-ID8q66q.html
Huawei p8 lite mini,100 lv.,"Borovo, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p8-lite-mini-CID632-ID8q6gt.html
Samsung Galaxy S8 plus,250 lv.,"m-t Mentesheto, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s8-plus-CID632-ID8q6gU.html
Samsung Galaxy S8+,380 lv.,"Vitosha, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s8-CID632-ID8oDjg.html
LG Q6 telefon v perfektno sastoyanie,120 lv.,"Obelya 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/lg-q6-telefon-v-perfektno-sastoyanie-CID632-ID8q6h1.html
Motorola Moto G6 Play 32GB Dual XT1922,150 lv.,"Asparuhovo, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/motorola-moto-g6-play-32gb-dual-xt1922-CID632-ID8ow2x.html
Motorola Moto E3 XT1700,120 lv.,"Avtogara, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/motorola-moto-e3-xt1700-CID632-ID8ow4T.html
Smartfon V7 Zyro - 16 GB 4G Dual SIM,70 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/smartfon-v7-zyro-16-gb-4g-dual-sim-CID632-ID8bCLd.html
Samsung s8,399 lv.,"Fondovi zhilishta, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-s8-CID632-ID7WAQ0.html
ChISTO NOV !!! Samsung Galaxy A40 (4GB/64GB) palen komplekt !,270 lv.,"Vazrazhdane 1, gr. Varna, Oblast Varna",novo,https://www.olx.bg/ad/chisto-nov-samsung-galaxy-a40-4gb-64gb-palen-komplekt-CID632-ID8q6qf.html
Samsung S9 + plus 64GB,550 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-s9-plus-64gb-CID632-ID8mlxx.html
Nokia 5,130 lv.,"s. Trud, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/nokia-5-CID632-ID8q6vl.html
Redmi note 7 64GB v garantsiya,250 lv.,"Ovcha kupel, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/redmi-note-7-64gb-v-garantsiya-CID632-ID8q6vn.html
Huawei Y7 Nov Garantsionen Prodavam!,310 lv.,"gr. Harmanli, Oblast Haskovo",novo,https://www.olx.bg/ad/huawei-y7-nov-garantsionen-prodavam-CID632-ID8q6pV.html
Sony Xperia Z premium,250 lv.,"Buzludzha, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",izpolzvano,https://www.olx.bg/ad/sony-xperia-z-premium-CID632-ID8oqCJ.html
Samsung Galaxy J5/6 Duos,180 lv.,"gr. Momchilgrad, Oblast Kardzhali",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-j5-6-duos-CID632-ID87ba1.html
Samsung A80 Phantom Black 64GB - GARANTsIYa,469 lv.,"Slaveykov, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/samsung-a80-phantom-black-64gb-garantsiya-CID632-ID8oq16.html
Samsung galaxy A6+ 2018,300 lv.,"gr. Momchilgrad, Oblast Kardzhali",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a6-2018-CID632-ID7XQLz.html
Telefon fp1  slushalka,50 lv.,"Tsentar, gr. Pazardzhik, Oblast Pazardzhik",novo,https://www.olx.bg/ad/telefon-fp1-slushalka-CID632-ID8lgUg.html
Telefon fp1,50 lv.,"Tsentar, gr. Pazardzhik, Oblast Pazardzhik",novo,https://www.olx.bg/ad/telefon-fp1-CID632-ID89qMC.html
Prodava se Huawei P 20 smart 2019,180 lv.,"Tsentar, gr. Sliven, Oblast Sliven",novo,https://www.olx.bg/ad/prodava-se-huawei-p-20-smart-2019-CID632-ID8q6yP.html
Lenovo A 606 za chasti.,30 lv.,"Promishlena zona - Iztok, gr. Pazardzhik, Oblast Pazardzhik",izpolzvano,https://www.olx.bg/ad/lenovo-a-606-za-chasti-CID632-ID8gDyQ.html
Samsung Galaxy Xcover2,70 lv.,"s. Okorsh, Oblast Silistra",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-xcover2-CID632-ID883tz.html
Prodavam HUAWEI P30 Dual sim,470 lv.,"Tsentar, gr. Pernik, Oblast Pernik",izpolzvano,https://www.olx.bg/ad/prodavam-huawei-p30-dual-sim-CID632-ID8q6F0.html
Ayfon 6S,250 lv.,"Lozenets, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/ayfon-6s-CID632-ID8eTqk.html
Telefoni Nokia,20 lv.,"Lozenets, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/telefoni-nokia-CID632-ID86Ulc.html
Huawei P30 128GB,659 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-p30-128gb-CID632-ID8ovbA.html
Xiaomi Mi 10T Lite,620 lv.,"Alei Vazrazhdane, gr. Ruse, Oblast Ruse",novo,https://www.olx.bg/ad/xiaomi-mi-10t-lite-CID632-ID8q6FN.html
Prodavam soni eksperia S 2305,50 lv.,"gr. Samokov, Oblast Sofiya-oblast",izpolzvano,https://www.olx.bg/ad/prodavam-soni-eksperia-s-2305-CID632-ID7wtnA.html
Telefon bmv Z8,120 lv.,"gr. Velingrad, Oblast Pazardzhik",izpolzvano,https://www.olx.bg/ad/telefon-bmv-z8-CID632-ID6Nskr.html
"Motorola Z2 Play, 64GB 4GB RAM, Super AMOLED, 5.5 """,180 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/motorola-z2-play-64gb-4gb-ram-super-amoled-5-5-CID632-ID8q6Gw.html
Xiaomi Redmi K30 Ultra,720 lv.,"gr. Cherven bryag, Oblast Pleven",novo,https://www.olx.bg/ad/xiaomi-redmi-k30-ultra-CID632-ID8q6Mh.html
Telefon Samsung S8,150 lv.,"Alei Vazrazhdane, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/telefon-samsung-s8-CID632-ID8q6HA.html
Stantsiya za Nokiya 6310i za avtomobil,40 lv.,"Meden rudnik - zona V, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/stantsiya-za-nokiya-6310i-za-avtomobil-CID632-ID8mcIr.html
Samsung/Samsung A7,150 lv.,"gr. Provadiya, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-samsung-a7-CID632-ID8q6MK.html
"NOKIA 1100 , Firmware 3.11 RH-15 made in Germany - NOV",280 lv.,"gr. Troyan, Oblast Lovech",novo,https://www.olx.bg/ad/nokia-1100-firmware-3-11-rh-15-made-in-germany-nov-CID632-ID6Aahz.html
SIEMENS C55 - kompakten telefon za tseniteli,20 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/siemens-c55-kompakten-telefon-za-tseniteli-CID632-ID8q6Li.html
Samsung galaxy s7 edge,119 lv.,"Balik, gr. Dobrich, Oblast Dobrich",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s7-edge-CID632-ID8q6Gy.html
Samsung Galaxy J3,99 lv.,"Yuzhen, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-j3-CID632-ID8od7c.html
Televizor Sony kv-29se10k,60 lv.,"gr. Asenovgrad, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/televizor-sony-kv-29se10k-CID632-ID8o4H4.html
Star balgaski bakelitov telefon-Belograchik 1966 g originalni,70 lv.,"s. Bistritsa, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/star-balgaski-bakelitov-telefon-belograchik-1966-g-originalni-CID632-ID8mAH6.html
Motorola Moto E6 Play Dual Black,120 lv.,"gr. Kazanlak, Oblast Stara Zagora",novo,https://www.olx.bg/ad/motorola-moto-e6-play-dual-black-CID632-ID8q6W6.html
Alcatel 1V 2020 nov + podarak - prenosima bateriya,125 lv.,"Bazar Levski, gr. Varna, Oblast Varna",novo,https://www.olx.bg/ad/alcatel-1v-2020-nov-podarak-prenosima-bateriya-CID632-ID8q6Os.html
"Xiaomi redmi 5 plus, 4/64",160 lv.,"Ayazmoto, gr. Stara Zagora, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/xiaomi-redmi-5-plus-4-64-CID632-ID8q72W.html
Telefon Alcatel-217D,35 lv.,"Operata, gr. Stara Zagora, Oblast Stara Zagora",novo,https://www.olx.bg/ad/telefon-alcatel-217d-CID632-ID80SRz.html
"Samsung A8, 2018, izklyuchitelno zapazen",280 lv.,"Sveta Troitsa, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-a8-2018-izklyuchitelno-zapazen-CID632-ID8q6Wf.html
Samsung J7 za displey e,40 lv.,"Zaharna fabrika, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-j7-za-displey-e-CID632-ID86nze.html
Samsung Galaxy S10+,400 lv.,"Obelya, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/samsung-galaxy-s10-CID632-ID8q73s.html
Samsung Glaxy A3 - 2017,159 lv.,"Tsentar, gr. Gabrovo, Oblast Gabrovo",izpolzvano,https://www.olx.bg/ad/samsung-glaxy-a3-2017-CID632-ID8q74z.html
Mobilen telefon Huawei Ascend Y511-80lv.,80 lv.,"Hipodruma, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/mobilen-telefon-huawei-ascend-y511-80lv-CID632-ID7c3nl.html
Telefon,35 lv.,"Druzhba 3, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/telefon-CID632-ID8q74s.html
Samsung S20 plus  Cosmic Gray,920 lv.,"gr. Harmanli, Oblast Haskovo",izpolzvano,https://www.olx.bg/ad/samsung-s20-plus-cosmic-gray-CID632-ID8q74L.html
Huawei  P10 Lite + kalafche Cellularline,115 lv.,"Lozenets, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p10-lite-kalafche-cellularline-CID632-ID8q75s.html
Huawei y7 prime 2018,180 lv.,"Vladislav Varnenchik, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/huawei-y7-prime-2018-CID632-ID8q7c5.html
Huawei,150 lv.,"gr. Asenovgrad, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-CID632-ID8i8yB.html
"Nov Doogee s40, udaroustoychiv, vodoustoychiv, 4650mAh, 3gb, 32gb, IP68",190 lv.,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",novo,https://www.olx.bg/ad/nov-doogee-s40-udaroustoychiv-vodoustoychiv-4650mah-3gb-32gb-ip68-CID632-ID87YNt.html
Samsung S6 Edge 32GB,129 lv.,"Hristo Smirnenski, gr. Plovdiv, Oblast Plovdiv",novo,https://www.olx.bg/ad/samsung-s6-edge-32gb-CID632-ID8q7cj.html
IP telefon CISCO 7941,45 lv.,"Tsentar, gr. Varna, Oblast Varna",novo,https://www.olx.bg/ad/ip-telefon-cisco-7941-CID632-ID7QWSR.html
Unikalen/Samsung Galaxy Note 9-Blue-6 GB RAM/128 GB ROM-DUAL-Garantsiya,639 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/unikalen-samsung-galaxy-note-9-blue-6-gb-ram-128-gb-rom-dual-garantsiya-CID632-ID8iI2v.html
Barter/Otlichen/Samsung Galaxy Note 9-128 GB-DUAL-Black,579 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/barter-otlichen-samsung-galaxy-note-9-128-gb-dual-black-CID632-ID8lhhL.html
Bezzhichen telefon,15 lv.,"Trakiya, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/bezzhichen-telefon-CID632-ID6Ktel.html
Unikalen/Xiaomi Redmi Note 9-3GB RAM/64GB ROM-GREEN-48MP Cam-Dual SIM,269 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/unikalen-xiaomi-redmi-note-9-3gb-ram-64gb-rom-green-48mp-cam-dual-sim-CID632-ID8oDaB.html
Samsung S 3 neo mini,55 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-s-3-neo-mini-CID632-ID8q7mY.html
"Barter/Xiaomi Mi MAX2-6.4""-4 GB RAM-64 GB ROM-Black",149 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/barter-xiaomi-mi-max2-6-4-4-gb-ram-64-gb-rom-black-CID632-ID8lOZl.html
Xiaomi Mi 9T 6/128Gb,319 lv.,"gr. Kavarna, Oblast Dobrich",izpolzvano,https://www.olx.bg/ad/xiaomi-mi-9t-6-128gb-CID632-ID8nh7q.html
Telefon Samsung J7 2017,230 lv.,"Yavorov, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/telefon-samsung-j7-2017-CID632-ID8q7mI.html
Dva mobilni telefona,40 lv.,"Kyuchuk Parizh, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/dva-mobilni-telefona-CID632-ID848tK.html
Samsung S9 Plus duos,430 lv.,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-s9-plus-duos-CID632-ID8q7AI.html
Huawei mate 20 pro,580 lv.,"Mladost 1A, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-mate-20-pro-CID632-ID8q7B5.html
Honor 8x vpefektno sastoyani sine,179 lv.,"gr. Nova Zagora, Oblast Sliven",izpolzvano,https://www.olx.bg/ad/honor-8x-vpefektno-sastoyani-sine-CID632-ID8q7Bv.html
Samsung j 7 2017,170 lv.,"Mahala Barselona, gr. Montana, Oblast Montana",izpolzvano,https://www.olx.bg/ad/samsung-j-7-2017-CID632-ID8lcfz.html
Telefon Alcatel one touch 10.35 I telenor M 100,45 lv.,"s. Leshtak, Oblast Smolyan",novo,https://www.olx.bg/ad/telefon-alcatel-one-touch-10-35-i-telenor-m-100-CID632-ID8q7Lu.html
GSM Samsung GT-E1190,35 lv.,"Geo Milev, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/gsm-samsung-gt-e1190-CID632-ID8q7LM.html
Samsung Galaxy A50 GARANTsIYa,299 lv.,"Dabnika, gr. Vratsa, Oblast Vratsa",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a50-garantsiya-CID632-ID8q7LV.html
Samsung galaxy s3 neo,60 lv.,"VINS, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s3-neo-CID632-ID8q7J8.html
Samsung s20 ultra 5G 24m garantsiya,1400 lv.,"Opalchenski, gr. Stara Zagora, Oblast Stara Zagora",novo,https://www.olx.bg/ad/samsung-s20-ultra-5g-24m-garantsiya-CID632-ID8q84R.html
Strahoten telefon Sony Experia E2003,69 lv.,"gr. Elin Pelin, Oblast Sofiya-oblast",izpolzvano,https://www.olx.bg/ad/strahoten-telefon-sony-experia-e2003-CID632-ID8q85v.html
Samsung Galaxy S9 mozhe i barter,370 lv.,"Druzhba 2, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s9-mozhe-i-barter-CID632-ID8q85I.html
Samsung GT-E 1200I,15 lv.,"Beli Lom, gr. Razgrad, Oblast Razgrad",izpolzvano,https://www.olx.bg/ad/samsung-gt-e-1200i-CID632-ID8q8cJ.html
"Nov Doogee N20, sin, 6.3 incha 1080*2280 FHD+, 4350mAh bateriya, android",230 lv.,"Trakiya, gr. Plovdiv, Oblast Plovdiv",novo,https://www.olx.bg/ad/nov-doogee-n20-sin-6-3-incha-10802280-fhd-4350mah-bateriya-android-CID632-ID8q8d5.html
Samsung GT-E1081T,10 lv.,"Beli Lom, gr. Razgrad, Oblast Razgrad",izpolzvano,https://www.olx.bg/ad/samsung-gt-e1081t-CID632-ID8q8ds.html
Huawei P9 lite mini,110 lv.,"Industrialna zona - Trakiya, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-p9-lite-mini-CID632-ID8oEnq.html
Huawei P40 Pro 256GB,1000 lv.,"Zona B-5, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p40-pro-256gb-CID632-ID8q8eT.html
SAMSUNG J4 Perfektno Sastoyanie,149 lv.,"Kamenitsa 1, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-j4-perfektno-sastoyanie-CID632-ID8q8fz.html
BLU Studio 5.3 S,70 lv.,"Vazrazhdane, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/blu-studio-5-3-s-CID632-ID8mxFQ.html
Ayfon 5,150 lv.,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/ayfon-5-CID632-ID8q8r9.html
Samsung S20/Barter,1000 lv.,"Simeonovo, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-s20-barter-CID632-ID8q8qw.html
Soni Eksperiya GO,49 lv.,"Slatina, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/soni-eksperiya-go-CID632-ID8q5VH.html
Samsung galaxy s6 edge + plus,220 lv.,"Avtogara, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s6-edge-plus-CID632-ID8q8s4.html
Samsung J5  2016,100 lv.,"Chayka, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-j5-2016-CID632-ID8q8rq.html
Prodavam telefon Motorola g7 plus,35 lv.,"Troshevo, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/prodavam-telefon-motorola-g7-plus-CID632-ID8q8s2.html
Huawei p20 lite Arctic blue na 1 mesets,199 lv.,"Tsentar, gr. Sliven, Oblast Sliven",novo,https://www.olx.bg/ad/huawei-p20-lite-arctic-blue-na-1-mesets-CID632-ID81YvW.html
NOV Samsung Galaxy S10+ 512GB Black,900 lv.,"Tsentar, gr. Plovdiv, Oblast Plovdiv",novo,https://www.olx.bg/ad/nov-samsung-galaxy-s10-512gb-black-CID632-ID8ox0k.html
Gsm Nokia C1-01..,5 lv.,"gr. Balchik, Oblast Dobrich",izpolzvano,https://www.olx.bg/ad/gsm-nokia-c1-01-CID632-ID8o0mB.html
Samsung  sgh- x660,5 lv.,"gr. Balchik, Oblast Dobrich",izpolzvano,https://www.olx.bg/ad/samsung-sgh-x660-CID632-ID8o0kr.html
Samsung Galaxy S10,519 lv.,"Mladost 4, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/samsung-galaxy-s10-CID632-ID89t0U.html
Samsung Galaxy J5,100 lv.,"Bakston, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-j5-CID632-ID8q8ub.html
Prodavam telefon samsung galaxy s8,400 lv.,"Neptun, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/prodavam-telefon-samsung-galaxy-s8-CID632-ID8oxwH.html
Telefon Nokia 225,15 lv.,"gr. Velingrad, Oblast Pazardzhik",izpolzvano,https://www.olx.bg/ad/telefon-nokia-225-CID632-ID8q8vy.html
Samsung note 10 lite,510 lv.,"Ilinden, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-note-10-lite-CID632-ID8q8wS.html
Statsionaren telefon raboti Telenor,10 lv.,"Druzhba 2, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/statsionaren-telefon-raboti-telenor-CID632-ID87Bbr.html
Samsung galaxy Note 4 za chasti,99 lv.,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-note-4-za-chasti-CID632-ID7I2eP.html
Samsung  Galaxy A5,70 lv.,"Bakston, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a5-CID632-ID8q8xe.html
Samsung galaxy s 7,199 lv.,"gr. Radomir, Oblast Pernik",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s-7-CID632-ID8jW7a.html
Prodavam Lenovo A6000,40 lv.,"Vasil Levski, gr. Vidin, Oblast Vidin",izpolzvano,https://www.olx.bg/ad/prodavam-lenovo-a6000-CID632-ID8q8ov.html
Grab za Huauey p40 pro,20 lv.,"gr. Sopot, Oblast Plovdiv",novo,https://www.olx.bg/ad/grab-za-huauey-p40-pro-CID632-ID8q8oy.html
Samsung Galaxy J7 2017,240 lv.,"gr. Panagyurishte, Oblast Pazardzhik",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-j7-2017-CID632-ID8q8o6.html
Huawei P9 lite cheren,60 lv.,"Vrabnitsa 2, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p9-lite-cheren-CID632-ID8q8oH.html
SAMSUNG Galaxy A5 128GB Dual,20 lv.,"Storgoziya, gr. Pleven, Oblast Pleven",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a5-128gb-dual-CID632-ID8oukB.html
